Date,EUR_USD,GBP_USD,BRL_USD,JPY_USD,CHF_USD
2009-01-27,1.3159,1.4148,2.3183,88.99,1.1388
2009-01-28,1.3244,1.4317,2.289,88.87,1.1442
2009-01-29,1.2988,1.4262,2.2871,89.77,1.1507
2009-01-30,1.2804,1.4413,2.313,89.83,1.1612
2009-02-02,1.2808,1.4228,2.3262,89.86,1.164
2009-02-03,1.301,1.4394,2.3151,89.09,1.1419
2009-02-04,1.2857,1.4472,2.291,89.53,1.1579
2009-02-05,1.2838,1.4633,2.2966,91.01,1.1654
2009-02-06,1.2874,1.4775,2.262,91.95,1.1694
2009-02-09,1.3064,1.4936,2.2375,91.47,1.1566
2009-02-10,1.2966,1.4604,2.2663,90.65,1.1535
2009-02-11,1.2893,1.4367,2.2649,90.66,1.1599
2009-02-12,1.2822,1.4248,2.294,90.55,1.1634
2009-02-13,1.2879,1.4422,2.2765,91.84,1.1581
2009-02-16,,,,,
2009-02-17,1.2571,1.4224,2.3192,92.17,1.1744
2009-02-18,1.2547,1.4235,2.3572,93.81,1.1813
2009-02-19,1.2675,1.4307,2.3554,94.09,1.1742
2009-02-20,1.269,1.4333,2.3898,93.87,1.1681
2009-02-23,1.2747,1.4553,2.388,94.63,1.1633
2009-02-24,1.2742,1.4408,2.383,96.6,1.167
2009-02-25,1.2731,1.4265,2.388,97.33,1.1646
2009-02-26,1.2764,1.4342,2.3508,98.55,1.1647
2009-02-27,1.2662,1.4276,2.375,97.74,1.1672
2009-03-02,1.258,1.3989,2.4365,97.17,1.1723
2009-03-03,1.2549,1.4034,2.442,98.16,1.1755
2009-03-04,1.2607,1.4142,2.3738,99.34,1.1762
2009-03-05,1.2565,1.4124,2.386,98.32,1.1727
2009-03-06,1.2674,1.411,2.3735,97.88,1.1525
2009-03-09,1.2636,1.3757,2.3698,98.87,1.1634
2009-03-10,1.2752,1.384,2.3472,98.39,1.154
2009-03-11,1.2774,1.378,2.3357,97.74,1.1585
2009-03-12,1.2799,1.3811,2.3265,97.86,1.1893
2009-03-13,1.2891,1.3972,2.3125,98.04,1.188
2009-03-16,1.2997,1.4091,2.2635,98.17,1.1819
2009-03-17,1.2972,1.4018,2.2792,98.85,1.1826
2009-03-18,1.311,1.3974,2.3033,98.08,1.1667
2009-03-19,1.373,1.4584,2.2516,93.85,1.1184
2009-03-20,1.3566,1.4435,2.25,96.18,1.1243
2009-03-23,1.3569,1.4496,2.2709,97.3,1.129
2009-03-24,1.3524,1.473,2.2548,97.86,1.1285
2009-03-25,1.3539,1.4585,2.2383,97.7,1.1239
2009-03-26,1.356,1.4497,2.2371,98.47,1.1272
2009-03-27,1.3306,1.4325,2.2761,97.99,1.1435
2009-03-30,1.3146,1.4148,2.3251,97.44,1.1532
2009-03-31,1.3261,1.43,2.3007,99.15,1.1395
2009-04-01,1.3223,1.4402,2.286,98.93,1.1465
2009-04-02,1.3458,1.47,2.24,99.48,1.1349
2009-04-03,1.3447,1.4801,2.2024,99.94,1.1321
2009-04-06,1.3363,1.4712,2.2274,100.65,1.1388
2009-04-07,1.3282,1.4744,2.2255,100.71,1.1443
2009-04-08,1.3288,1.4692,2.195,99.95,1.1459
2009-04-09,1.3149,1.4623,2.1774,100.43,1.1583
2009-04-10,1.3143,1.4635,2.17,100.3,1.1575
2009-04-13,1.3354,1.4831,2.1745,100.12,1.1356
2009-04-14,1.3277,1.4907,2.1778,99.08,1.1387
2009-04-15,1.3182,1.499,2.1955,99.37,1.1453
2009-04-16,1.3197,1.4909,2.1756,99.29,1.1471
2009-04-17,1.303,1.4778,2.1856,99.21,1.1674
2009-04-20,1.2903,1.4532,2.2322,98.29,1.1713
2009-04-21,1.2978,1.4688,2.239,98.6,1.1654
2009-04-22,1.3012,1.4496,2.2045,98.14,1.1634
2009-04-23,1.3048,1.4635,2.2185,97.88,1.1581
2009-04-24,1.3277,1.4697,2.196,97.08,1.1368
2009-04-27,1.3136,1.4678,2.1963,96.57,1.1472
2009-04-28,1.3061,1.4607,2.206,96.49,1.1517
2009-04-29,1.3324,1.4802,2.1617,96.97,1.1309
2009-04-30,1.3244,1.4799,2.1724,98.76,1.1402
2009-05-01,1.3267,1.4881,2.173,99.24,1.1364
2009-05-04,1.3365,1.4985,2.1363,99.12,1.1289
2009-05-05,1.3375,1.5099,2.1495,98.76,1.1297
2009-05-06,1.3313,1.5063,2.1199,98.6,1.1313
2009-05-07,1.3411,1.5019,2.1052,99,1.1278
2009-05-08,1.3494,1.509,2.0742,99.01,1.1202
2009-05-11,1.362,1.5145,2.0528,97.45,1.1067
2009-05-12,1.3638,1.524,2.0687,96.59,1.1052
2009-05-13,1.3612,1.5165,2.101,95.75,1.1061
2009-05-14,1.3608,1.5195,2.0939,95.62,1.106
2009-05-15,1.3539,1.5222,2.0815,94.89,1.1132
2009-05-18,1.3503,1.5309,2.0798,96.05,1.1181
2009-05-19,1.3608,1.5501,2.0489,96.1,1.1121
2009-05-20,1.3765,1.567,2.0205,95.16,1.1022
2009-05-21,1.3804,1.5763,2.0332,94.97,1.101
2009-05-22,1.4005,1.5892,2.0274,94.45,1.0847
2009-05-25,,,,,
2009-05-26,1.3992,1.5938,2.0221,94.81,1.0833
2009-05-27,1.3924,1.6068,2.0148,95.01,1.0861
2009-05-28,1.3948,1.5956,2.0074,96.76,1.0838
2009-05-29,1.4126,1.616,1.9678,95.55,1.0692
2009-06-01,1.4192,1.6448,1.9452,96.53,1.0688
2009-06-02,1.427,1.6515,1.9402,95.72,1.0624
2009-06-03,1.4194,1.6405,1.9474,95.72,1.0684
2009-06-04,1.4187,1.6173,1.9457,96.37,1.0679
2009-06-05,1.399,1.6017,1.9606,98.18,1.0852
2009-06-08,1.3884,1.5976,1.9779,98.56,1.0929
2009-06-09,1.4014,1.6267,1.9448,97.6,1.0822
2009-06-10,1.3983,1.6334,1.9494,98.13,1.0816
2009-06-11,1.4093,1.6547,1.9487,97.83,1.0721
2009-06-12,1.404,1.6523,1.9214,98.17,1.0756
2009-06-15,1.3784,1.6268,1.948,98.03,1.0942
2009-06-16,1.3878,1.6446,1.9475,96.26,1.0853
2009-06-17,1.385,1.6293,1.9855,95.65,1.087
2009-06-18,1.3978,1.6369,1.9611,96.36,1.0827
2009-06-19,1.3998,1.6537,1.954,96.15,1.0773
2009-06-22,1.3846,1.6343,2.0138,95.9,1.0875
2009-06-23,1.4035,1.6344,2.0026,95.32,1.0707
2009-06-24,1.4015,1.6486,1.965,95.38,1.0842
2009-06-25,1.3953,1.6336,1.9632,96.21,1.096
2009-06-26,1.4056,1.6498,1.9444,95.19,1.0856
2009-06-29,1.4058,1.6533,1.957,95.84,1.0849
2009-06-30,1.402,1.6452,1.9653,96.42,1.0867
2009-07-01,1.4186,1.6524,1.9299,96.41,1.072
2009-07-02,1.4018,1.6398,1.9565,95.9,1.0836
2009-07-03,1.3991,1.6336,1.9509,95.95,1.0863
2009-07-06,1.3938,1.623,1.9727,95,1.0877
2009-07-07,1.3965,1.6158,1.9667,95.11,1.0858
2009-07-08,1.3852,1.6027,2.0035,92.9,1.0923
2009-07-09,1.4026,1.6301,1.991,92.79,1.0773
2009-07-10,1.3926,1.6185,2.0141,92.33,1.0856
2009-07-13,1.3973,1.6179,1.9897,92.74,1.0842
2009-07-14,1.3971,1.6294,1.9721,93.03,1.085
2009-07-15,1.4116,1.6439,1.9358,94.09,1.0746
2009-07-16,1.4115,1.6417,1.9362,93.59,1.0755
2009-07-17,1.412,1.633,1.9278,94.08,1.0766
2009-07-20,1.4211,1.6494,1.9056,94.52,1.0688
2009-07-21,1.4196,1.6419,1.9085,93.36,1.0677
2009-07-22,1.422,1.6439,1.9046,93.77,1.0659
2009-07-23,1.4266,1.6562,1.887,94.75,1.0667
2009-07-24,1.4213,1.6432,1.8958,94.86,1.0701
2009-07-27,1.4212,1.6486,1.8857,95.32,1.0729
2009-07-28,1.4215,1.6477,1.8785,94.6,1.0704
2009-07-29,1.4033,1.6379,1.8987,95.13,1.0882
2009-07-30,1.4066,1.6483,1.878,95.67,1.0894
2009-07-31,1.4279,1.6713,1.8653,94.54,1.0668
2009-08-03,1.4416,1.6956,1.8353,95.23,1.0578
2009-08-04,1.44,1.6932,1.8326,95.41,1.0605
2009-08-05,1.4391,1.6977,1.8291,94.98,1.063
2009-08-06,1.4357,1.6774,1.8304,95.56,1.0658
2009-08-07,1.418,1.6669,1.8211,97.65,1.0826
2009-08-10,1.4143,1.6487,1.8435,97.23,1.0855
2009-08-11,1.4141,1.6501,1.853,95.94,1.0825
2009-08-12,1.4215,1.6538,1.8318,96.16,1.0765
2009-08-13,1.4283,1.658,1.834,95.46,1.0715
2009-08-14,1.4216,1.6529,1.844,94.64,1.0719
2009-08-17,1.4088,1.6323,1.8665,94.33,1.0787
2009-08-18,1.4075,1.6418,1.8683,94.72,1.0795
2009-08-19,1.4262,1.6555,1.8325,93.87,1.063
2009-08-20,1.4235,1.6494,1.8453,94.12,1.0659
2009-08-21,1.4305,1.6503,1.8297,94.6,1.0613
2009-08-24,1.432,1.6417,1.8333,94.47,1.0606
2009-08-25,1.435,1.643,1.83,94.28,1.0575
2009-08-26,1.423,1.6235,1.8672,94.25,1.0697
2009-08-27,1.4272,1.6212,1.881,93.57,1.0667
2009-08-28,1.4358,1.6331,1.873,93.55,1.056
2009-08-31,1.4354,1.6314,1.87,92.82,1.0569
2009-09-01,1.4235,1.6168,1.8936,93.09,1.0653
2009-09-02,1.4246,1.6269,1.8936,92.43,1.0628
2009-09-03,1.4278,1.6354,1.873,92.54,1.0598
2009-09-04,1.4278,1.6378,1.8458,92.75,1.0613
2009-09-07,,,,,
2009-09-08,1.4497,1.6512,1.8245,92.21,1.0463
2009-09-09,1.4573,1.6557,1.8295,91.85,1.0403
2009-09-10,1.4568,1.6649,1.8206,91.86,1.0396
2009-09-11,1.4586,1.6695,1.8129,90.3,1.0373
2009-09-14,1.4613,1.6588,1.8161,90.85,1.0359
2009-09-15,1.4617,1.6436,1.8058,90.95,1.0374
2009-09-16,1.4698,1.6501,1.7983,91,1.0328
2009-09-17,1.4735,1.6522,1.8097,91.15,1.029
2009-09-18,1.4704,1.6266,1.808,91.31,1.0293
2009-09-21,1.4692,1.6228,1.8137,91.87,1.0317
2009-09-22,1.4795,1.638,1.8028,91.08,1.0237
2009-09-23,1.4752,1.6404,1.7877,91.45,1.0259
2009-09-24,1.4696,1.6068,1.8025,91.16,1.0279
2009-09-25,1.4682,1.5967,1.8002,89.83,1.0277
2009-09-28,1.465,1.591,1.7886,89.34,1.0301
2009-09-29,1.4553,1.5924,1.7905,90.26,1.0385
2009-09-30,1.463,1.6004,1.7743,89.49,1.0375
2009-10-01,1.4532,1.595,1.781,89.73,1.0424
2009-10-02,1.459,1.5878,1.7814,89.62,1.0345
2009-10-05,1.4647,1.5926,1.7702,89.56,1.0322
2009-10-06,1.4744,1.5904,1.7493,88.77,1.0248
2009-10-07,1.4675,1.5899,1.7613,88.76,1.0333
2009-10-08,1.4777,1.609,1.745,88.44,1.027
2009-10-09,1.4715,1.5896,1.7395,89.69,1.0316
2009-10-12,,,,,
2009-10-13,1.4839,1.5896,1.731,89.71,1.023
2009-10-14,1.4899,1.5974,1.7055,89.44,1.0172
2009-10-15,1.4945,1.6249,1.701,90.39,1.0136
2009-10-16,1.4889,1.635,1.707,90.73,1.0188
2009-10-19,1.4947,1.64,1.7085,90.72,1.013
2009-10-20,1.4905,1.638,1.7555,90.83,1.0144
2009-10-21,1.5009,1.661,1.7335,91.04,1.0064
2009-10-22,1.5003,1.6595,1.7258,91.42,1.0069
2009-10-23,1.5029,1.6351,1.7143,91.88,1.007
2009-10-26,1.4941,1.6351,1.7166,91.96,1.0136
2009-10-27,1.4821,1.6334,1.7308,92.04,1.0218
2009-10-28,1.4763,1.6375,1.7541,91.07,1.0232
2009-10-29,1.4819,1.6559,1.738,91.41,1.0194
2009-10-30,1.4755,1.6479,1.7445,90.5,1.0238
2009-11-02,1.4828,1.641,1.7485,90.56,1.0177
2009-11-03,1.4658,1.6383,1.753,90.3,1.0306
2009-11-04,1.4836,1.6571,1.7229,90.96,1.0183
2009-11-05,1.4857,1.6565,1.7222,90.45,1.017
2009-11-06,1.4835,1.6586,1.7165,89.86,1.0182
2009-11-09,1.4999,1.6721,1.6995,89.92,1.0077
2009-11-10,1.496,1.6681,1.7088,89.82,1.0092
2009-11-11,,,,,
2009-11-12,1.4865,1.6543,1.735,90.4,1.0164
2009-11-13,1.4886,1.6657,1.727,89.55,1.0141
2009-11-16,1.4977,1.6795,1.7102,89.28,1.0075
2009-11-17,1.483,1.6768,1.7205,89.41,1.0192
2009-11-18,1.499,1.6756,1.7078,89.36,1.008
2009-11-19,1.4905,1.6658,1.7325,88.95,1.0149
2009-11-20,1.487,1.6529,1.734,88.9,1.0177
2009-11-23,1.4968,1.6599,1.7255,89.14,1.0097
2009-11-24,1.4937,1.6577,1.7308,88.58,1.0116
2009-11-25,1.5085,1.6671,1.7271,87.65,1.0004
2009-11-26,,,,,
2009-11-27,1.4963,1.6494,1.7369,86.87,1.0063
2009-11-30,1.4994,1.6409,1.7505,86.12,1.005
2009-12-01,1.51,1.6626,1.7253,86.62,0.9984
2009-12-02,1.5059,1.6641,1.7195,87.13,1.0006
2009-12-03,1.5081,1.6578,1.705,88.2,0.9995
2009-12-04,1.4885,1.6515,1.7234,89.87,1.0136
2009-12-07,1.482,1.6429,1.7265,89.44,1.0199
2009-12-08,1.4741,1.6302,1.75,88.41,1.0245
2009-12-09,1.4725,1.6242,1.763,87.83,1.0262
2009-12-10,1.4716,1.6257,1.7723,88.2,1.027
2009-12-11,1.4601,1.6236,1.7605,89.23,1.0356
2009-12-14,1.4645,1.6285,1.7465,88.65,1.0321
2009-12-15,1.4514,1.6234,1.751,89.91,1.0421
2009-12-16,1.4577,1.6369,1.7469,89.52,1.0355
2009-12-17,1.4317,1.6135,1.7905,90.35,1.0491
2009-12-18,1.4281,1.6083,1.789,90.47,1.0452
2009-12-21,1.4319,1.6083,1.782,90.95,1.0441
2009-12-22,1.4243,1.5956,1.7827,91.67,1.0486
2009-12-23,1.4341,1.5955,1.7605,91.52,1.038
2009-12-24,1.4367,1.5941,1.7618,91.69,1.0369
2009-12-25,,,,,
2009-12-28,1.4392,1.6001,1.7385,91.57,1.0341
2009-12-29,1.4356,1.5892,1.738,91.95,1.0365
2009-12-30,1.4316,1.605,1.7423,92.66,1.0391
2009-12-31,1.4332,1.6167,1.7425,93.08,1.0358
2010-01-01,,,,,
2010-01-04,1.4419,1.6109,1.72,92.55,1.0294
2010-01-05,1.4402,1.6009,1.7296,91.48,1.0322
2010-01-06,1.4404,1.6016,1.7292,92.53,1.0282
2010-01-07,1.4314,1.5912,1.7409,93.31,1.0341
2010-01-08,1.4357,1.5993,1.7342,92.7,1.0296
2010-01-11,1.4536,1.6146,1.733,91.9,1.0154
2010-01-12,1.4523,1.6181,1.7407,90.95,1.016
2010-01-13,1.4492,1.6288,1.748,91.38,1.0194
2010-01-14,1.4478,1.632,1.7684,91.03,1.0206
2010-01-15,1.4376,1.624,1.7681,90.79,1.0264
2010-01-18,,,,,
2010-01-19,1.4269,1.637,1.7767,91.13,1.034
2010-01-20,1.4094,1.6287,1.792,91.23,1.0453
2010-01-21,1.4106,1.6214,1.8021,90.25,1.0426
2010-01-22,1.4154,1.612,1.821,90.07,1.04
2010-01-25,1.4146,1.6236,1.82,90.12,1.0403
2010-01-26,1.4063,1.6109,1.8466,89.63,1.0466
2010-01-27,1.4053,1.6204,1.8529,89.41,1.0472
2010-01-28,1.3993,1.6242,1.8525,90.08,1.0517
2010-01-29,1.387,1.6009,1.8755,90.38,1.0557
2010-02-01,1.3904,1.5924,1.8645,90.8,1.0586
2010-02-02,1.3955,1.5968,1.8325,90.39,1.0557
2010-02-03,1.3907,1.5915,1.8507,91.11,1.059
2010-02-04,1.3759,1.5763,1.8865,89.11,1.0655
2010-02-05,1.3608,1.5619,1.8845,89.25,1.0779
2010-02-08,1.3699,1.565,1.8648,89.32,1.0696
2010-02-09,1.3795,1.5679,1.845,89.45,1.0641
2010-02-10,1.3722,1.5606,1.8575,89.88,1.0682
2010-02-11,1.364,1.5674,1.8551,89.82,1.0747
2010-02-12,1.3625,1.5669,1.8624,90,1.0767
2010-02-15,,,,,
2010-02-16,1.3742,1.5732,1.8394,90.46,1.0681
2010-02-17,1.3623,1.5704,1.8355,90.79,1.0768
2010-02-18,1.3563,1.5582,1.8229,91.43,1.0806
2010-02-19,1.3538,1.5437,1.805,91.94,1.0824
2010-02-22,1.359,1.5477,1.808,91.11,1.0773
2010-02-23,1.3537,1.5464,1.8225,90.04,1.0818
2010-02-24,1.3576,1.5432,1.8203,90.06,1.0779
2010-02-25,1.3476,1.5201,1.84,88.85,1.0858
2010-02-26,1.366,1.5239,1.801,88.84,1.0711
2010-03-01,1.3516,1.4974,1.7971,89.28,1.0827
2010-03-02,1.3564,1.494,1.7822,88.95,1.079
2010-03-03,1.3731,1.5124,1.7763,88.43,1.0652
2010-03-04,1.3571,1.5031,1.7895,89.02,1.078
2010-03-05,1.3608,1.5115,1.7781,90.32,1.0751
2010-03-08,1.3613,1.506,1.787,90.3,1.0744
2010-03-09,1.3586,1.5003,1.7894,89.89,1.0765
2010-03-10,1.3658,1.4977,1.7685,90.62,1.0702
2010-03-11,1.3674,1.5052,1.7698,90.6,1.0689
2010-03-12,1.3753,1.5188,1.763,90.46,1.0599
2010-03-15,1.3652,1.5043,1.766,90.45,1.0635
2010-03-16,1.3758,1.5192,1.762,90.43,1.0556
2010-03-17,1.3739,1.5296,1.7655,90.42,1.0551
2010-03-18,1.3603,1.5247,1.7895,90.46,1.063
2010-03-19,1.353,1.5014,1.7988,90.5,1.0615
2010-03-22,1.3531,1.5071,1.8022,90.02,1.058
2010-03-23,1.3535,1.5067,1.7815,90.24,1.0561
2010-03-24,1.3347,1.4914,1.7882,91.89,1.0692
2010-03-25,1.3344,1.4884,1.805,92.69,1.0697
2010-03-26,1.3398,1.4906,1.8207,92.56,1.0662
2010-03-29,1.3465,1.4969,1.808,92.65,1.0634
2010-03-30,1.3409,1.509,1.797,92.89,1.0671
2010-03-31,1.3526,1.5186,1.7821,93.4,1.0528
2010-04-01,1.3569,1.529,1.7659,93.83,1.0559
2010-04-02,1.3487,1.5197,1.764,94.51,1.0632
2010-04-05,1.3486,1.5284,1.7585,94.28,1.0619
2010-04-06,1.3378,1.523,1.7593,93.81,1.0704
2010-04-07,1.3364,1.5246,1.7635,93.59,1.0716
2010-04-08,1.336,1.5272,1.778,93.16,1.0723
2010-04-09,1.3468,1.5371,1.7709,93.28,1.0672
2010-04-12,1.3587,1.5368,1.7575,93.21,1.0598
2010-04-13,1.3592,1.5416,1.7583,92.78,1.0573
2010-04-14,1.3666,1.5484,1.7445,93.01,1.0512
2010-04-15,1.354,1.5465,1.7428,93.04,1.0595
2010-04-16,1.3487,1.5395,1.761,92.03,1.0624
2010-04-19,1.3458,1.5263,1.7622,92.18,1.065
2010-04-20,1.3446,1.5375,1.7509,93.28,1.0673
2010-04-21,1.3383,1.5397,1.7497,93.24,1.0708
2010-04-22,1.3298,1.5368,1.769,93.01,1.0778
2010-04-23,1.336,1.5363,1.7633,94.18,1.0743
2010-04-26,1.3336,1.5466,1.745,94.06,1.0753
2010-04-27,1.323,1.5285,1.7652,93.01,1.0837
2010-04-28,1.313,1.516,1.7622,94.07,1.091
2010-04-29,1.3243,1.5303,1.7305,94.16,1.0824
2010-04-30,1.3302,1.5308,1.727,94.24,1.0767
2010-05-03,1.3183,1.5242,1.736,94.68,1.0868
2010-05-04,1.3037,1.5135,1.7515,94.58,1.0987
2010-05-05,1.289,1.5134,1.7819,94.3,1.1118
2010-05-06,1.2689,1.4889,1.8365,92.22,1.1092
2010-05-07,1.2721,1.4739,1.836,91.67,1.1085
2010-05-10,1.2861,1.498,1.7783,93.39,1.1069
2010-05-11,1.2715,1.4952,1.7764,92.83,1.1059
2010-05-12,1.2642,1.4855,1.7734,92.93,1.1101
2010-05-13,1.2568,1.4659,1.7721,92.7,1.1146
2010-05-14,1.239,1.4557,1.8035,91.94,1.1304
2010-05-17,1.2299,1.4388,1.8204,92.08,1.1392
2010-05-18,1.2358,1.4439,1.798,92.52,1.1342
2010-05-19,1.2317,1.4349,1.8498,91.16,1.1564
2010-05-20,1.237,1.4344,1.8885,90.07,1.15
2010-05-21,1.2575,1.4466,1.8499,90.21,1.1485
2010-05-24,1.2406,1.4437,1.852,90.49,1.1561
2010-05-25,1.2279,1.4352,1.8785,89.89,1.1593
2010-05-26,1.2224,1.4401,1.856,90.28,1.1602
2010-05-27,1.237,1.4569,1.8274,90.71,1.15
2010-05-28,1.2369,1.4492,1.817,90.81,1.1534
2010-05-31,,,,,
2010-06-01,1.2266,1.4673,1.8235,91.16,1.1548
2010-06-02,1.2206,1.4641,1.8287,92.21,1.1575
2010-06-03,1.2193,1.4616,1.817,92.33,1.154
2010-06-04,1.1998,1.4493,1.842,91.83,1.1614
2010-06-07,1.1959,1.4498,1.8651,92,1.1613
2010-06-08,1.1995,1.4422,1.8608,91.3,1.151
2010-06-09,1.2045,1.4585,1.838,91.54,1.1455
2010-06-10,1.2111,1.4674,1.814,91.04,1.1418
2010-06-11,1.2077,1.4545,1.8045,91.72,1.1521
2010-06-14,1.2277,1.477,1.8017,91.8,1.1378
2010-06-15,1.2327,1.4827,1.7902,91.25,1.131
2010-06-16,1.2323,1.4838,1.7854,91.39,1.1267
2010-06-17,1.2365,1.4806,1.7819,90.92,1.1137
2010-06-18,1.236,1.4787,1.7723,90.79,1.1107
2010-06-21,1.2385,1.4826,1.7624,91.18,1.108
2010-06-22,1.2303,1.485,1.767,90.59,1.1047
2010-06-23,1.231,1.4952,1.787,89.82,1.1053
2010-06-24,1.2288,1.4986,1.7915,89.4,1.1048
2010-06-25,1.2332,1.4985,1.782,89.35,1.0937
2010-06-28,1.2316,1.5098,1.7773,89.23,1.086
2010-06-29,1.2187,1.5081,1.806,88.39,1.081
2010-06-30,1.2291,1.4947,1.7941,88.49,1.0774
2010-07-01,1.2464,1.5126,1.801,87.42,1.0675
2010-07-02,1.2577,1.5179,1.7765,87.69,1.0635
2010-07-05,,,,,
2010-07-06,1.2646,1.518,1.7628,87.55,1.0587
2010-07-07,1.2594,1.5179,1.7706,87.16,1.0545
2010-07-08,1.2683,1.5157,1.7595,88.44,1.0502
2010-07-09,1.2639,1.5095,1.7587,88.48,1.0577
2010-07-12,1.2573,1.5016,1.7648,88.53,1.0621
2010-07-13,1.2719,1.5175,1.751,88.24,1.0524
2010-07-14,1.2755,1.5284,1.7603,88.59,1.0556
2010-07-15,1.2893,1.5376,1.7715,87.41,1.0421
2010-07-16,1.2919,1.5289,1.7858,86.4,1.0522
2010-07-19,1.2963,1.5222,1.7857,86.77,1.0524
2010-07-20,1.2905,1.5255,1.7789,87.22,1.0481
2010-07-21,1.2818,1.5201,1.7735,87.3,1.052
2010-07-22,1.2903,1.5283,1.7639,87,1.0403
2010-07-23,1.2874,1.5425,1.7618,87.31,1.0529
2010-07-26,1.2983,1.549,1.768,87.2,1.048
2010-07-27,1.2983,1.5538,1.764,87.88,1.0622
2010-07-28,1.2998,1.5611,1.7623,87.62,1.0578
2010-07-29,1.3064,1.5591,1.7678,86.87,1.0412
2010-07-30,1.3069,1.5714,1.7585,86.43,1.041
2010-08-02,1.3174,1.5897,1.746,86.42,1.0379
2010-08-03,1.3239,1.5941,1.7568,85.88,1.0384
2010-08-04,1.3158,1.5887,1.7582,86.26,1.0514
2010-08-05,1.3157,1.586,1.7565,85.83,1.0475
2010-08-06,1.3282,1.5979,1.7585,85.25,1.0365
2010-08-09,1.3241,1.5945,1.754,85.88,1.0457
2010-08-10,1.3095,1.5776,1.7613,85.88,1.0575
2010-08-11,1.2899,1.5688,1.767,85.36,1.0584
2010-08-12,1.2866,1.5573,1.7685,85.83,1.0485
2010-08-13,1.2767,1.558,1.7718,86.2,1.0526
2010-08-16,1.2838,1.5679,1.758,85.33,1.0378
2010-08-17,1.289,1.5586,1.7513,85.51,1.0434
2010-08-18,1.2872,1.5619,1.7513,85.31,1.0404
2010-08-19,1.2837,1.5612,1.7626,85.27,1.031
2010-08-20,1.2687,1.5515,1.7615,85.63,1.0372
2010-08-23,1.2663,1.5532,1.764,85.16,1.0391
2010-08-24,1.2675,1.5471,1.7622,84.16,1.0307
2010-08-25,1.2652,1.546,1.768,84.56,1.0273
2010-08-26,1.2717,1.5574,1.759,84.61,1.0253
2010-08-27,1.2765,1.5528,1.7493,85.1,1.0268
2010-08-30,1.2686,1.5473,1.757,84.67,1.0244
2010-08-31,1.2704,1.5358,1.7529,84.1,1.015
2010-09-01,1.2813,1.5472,1.7406,84.48,1.0149
2010-09-02,1.2824,1.5393,1.7339,84.15,1.0118
2010-09-03,1.2885,1.5452,1.7238,84.45,1.0174
2010-09-06,,,,,
2010-09-07,1.2723,1.5315,1.728,83.75,1.0114
2010-09-08,1.2727,1.5513,1.723,83.85,1.0106
2010-09-09,1.2708,1.5448,1.7256,83.83,1.0149
2010-09-10,1.2731,1.5387,1.7183,84.13,1.0175
2010-09-13,1.289,1.5466,1.7165,83.53,1.0079
2010-09-14,1.3014,1.5559,1.7037,83.05,0.9938
2010-09-15,1.3008,1.5641,1.7176,85.63,1.0032
2010-09-16,1.3079,1.5612,1.7198,85.72,1.0143
2010-09-17,1.3046,1.5635,1.7145,85.77,1.0092
2010-09-20,1.3074,1.5564,1.7158,85.74,1.005
2010-09-21,1.3136,1.5551,1.7276,85.36,1.0038
2010-09-22,1.3385,1.5649,1.7226,84.37,0.9865
2010-09-23,1.3344,1.5723,1.7187,84.32,0.9843
2010-09-24,1.3476,1.5829,1.7119,84.24,0.9828
2010-09-27,1.3475,1.5851,1.7089,84.17,0.9831
2010-09-28,1.3583,1.5808,1.7071,83.82,0.9756
2010-09-29,1.3638,1.5812,1.7039,83.61,0.9752
2010-09-30,1.3601,1.5731,1.696,83.53,0.9808
2010-10-01,1.3754,1.5829,1.681,83.3,0.9761
2010-10-04,1.3688,1.5849,1.6887,83.33,0.9723
2010-10-05,1.3834,1.5915,1.6733,83.17,0.9663
2010-10-06,1.3924,1.5903,1.6721,82.8,0.9604
2010-10-07,1.3921,1.593,1.6798,82.35,0.9667
2010-10-08,1.3923,1.5951,1.6748,81.86,0.9609
2010-10-11,,,,,
2010-10-12,1.3846,1.5799,1.6697,81.74,0.9593
2010-10-13,1.3964,1.5843,1.6574,81.81,0.9588
2010-10-14,1.4066,1.5992,1.6633,81.44,0.953
2010-10-15,1.3998,1.6027,1.6576,81.32,0.9562
2010-10-18,1.3978,1.5907,1.6632,81.16,0.9558
2010-10-19,1.3827,1.5739,1.6914,81.6,0.9702
2010-10-20,1.3949,1.5857,1.6749,81.14,0.9615
2010-10-21,1.3973,1.5753,1.693,81.16,0.9642
2010-10-22,1.3904,1.5677,1.6948,81.48,0.9792
2010-10-25,1.3986,1.5748,1.7078,80.61,0.9711
2010-10-26,1.3873,1.5871,1.7053,81.28,0.9824
2010-10-27,1.3788,1.5782,1.7164,81.55,0.9893
2010-10-28,1.3929,1.5945,1.7119,80.99,0.9834
2010-10-29,1.3894,1.602,1.6982,80.48,0.985
2010-11-01,1.3888,1.605,1.7042,80.66,0.9935
2010-11-02,1.4026,1.601,1.7033,80.8,0.9782
2010-11-03,1.4014,1.608,1.6985,81.41,0.9793
2010-11-04,1.4224,1.6282,1.679,80.61,0.9629
2010-11-05,1.4033,1.6211,1.6831,81.35,0.958
2010-11-08,1.3927,1.615,1.6974,81.14,0.9642
2010-11-09,1.3865,1.605,1.6987,81.15,0.9646
2010-11-10,1.3728,1.6071,1.709,82.53,0.9739
2010-11-11,,,,,
