Date,EUR_USD,GBP_USD,BRL_USD,JPY_USD,CHF_USD
2013-12-23,1.3701,1.6356,2.3685,104.06,0.8942
2013-12-24,1.3676,1.6371,2.357,104.26,0.8961
2013-12-25,,,,,
2013-12-26,1.369,1.6425,2.3535,104.72,0.8963
2013-12-27,1.3766,1.6491,2.3527,105.05,0.8893
2013-12-30,1.3816,1.6522,2.3524,105,0.8866
2013-12-31,1.3779,1.6574,2.3608,105.25,0.8904
2014-01-01,,,,,
2014-01-02,1.367,1.6441,2.4015,104.84,0.8998
2014-01-03,1.3606,1.6424,2.3831,104.46,0.9044
2014-01-06,1.3636,1.6412,2.3744,104.38,0.9036
2014-01-07,1.3618,1.6421,2.3732,104.54,0.9086
2014-01-08,1.3586,1.6461,2.3883,104.87,0.9102
2014-01-09,1.3591,1.6459,2.4017,104.74,0.9085
2014-01-10,1.3664,1.647,2.3645,104.06,0.9032
2014-01-13,1.3647,1.6379,2.354,103.31,0.9026
2014-01-14,1.3682,1.645,2.3557,103.8,0.9009
2014-01-15,1.3604,1.6375,2.35,104.42,0.9084
2014-01-16,1.36,1.6335,2.3681,104.32,0.9064
2014-01-17,1.3554,1.6429,2.355,104.32,0.91
2014-01-20,,,,,
2014-01-21,1.356,1.6469,2.362,104.14,0.9092
2014-01-22,1.3546,1.6571,2.3739,104.36,0.9116
2014-01-23,1.368,1.6612,2.3895,103.65,0.9002
2014-01-24,1.368,1.6491,2.4008,102.41,0.8949
2014-01-27,1.3679,1.6588,2.4185,102.26,0.8956
2014-01-28,1.3662,1.6581,2.4262,102.8,0.8984
2014-01-29,1.3663,1.6561,2.4361,102.2,0.8948
2014-01-30,1.3549,1.6487,2.4133,102.83,0.9042
2014-01-31,1.35,1.645,2.4116,102.28,0.9052
2014-02-03,1.3523,1.6307,2.4373,101.11,0.9014
2014-02-04,1.3507,1.63,2.406,101.62,0.905
2014-02-05,1.3519,1.6308,2.397,101.38,0.9042
2014-02-06,1.3604,1.6345,2.3858,101.84,0.8992
2014-02-07,1.3614,1.6395,2.382,102.32,0.8992
2014-02-10,1.3644,1.6419,2.3925,102.14,0.8967
2014-02-11,1.3654,1.6468,2.4083,102.63,0.8969
2014-02-12,1.3592,1.6578,2.4121,102.48,0.9006
2014-02-13,1.3669,1.6643,2.4135,102.2,0.8944
2014-02-14,1.369,1.6736,2.3859,101.82,0.8928
2014-02-17,,,,,
2014-02-18,1.3758,1.6696,2.3902,102.31,0.8878
2014-02-19,1.3762,1.6718,2.3895,102.3,0.8868
2014-02-20,1.369,1.664,2.3713,102.32,0.8912
2014-02-21,1.3722,1.663,2.3565,102.71,0.8888
2014-02-24,1.3744,1.6641,2.33,102.44,0.8885
2014-02-25,1.3749,1.6696,2.3338,102.2,0.887
2014-02-26,1.3668,1.6648,2.3495,102.36,0.8922
2014-02-27,1.3724,1.6693,2.3315,102.12,0.8872
2014-02-28,1.3806,1.675,2.3321,102.08,0.881
2014-03-03,1.3763,1.6712,2.3411,101.36,0.881
2014-03-04,1.3731,1.6665,2.3406,102.18,0.8869
2014-03-05,1.3734,1.6729,2.3281,102.32,0.8872
2014-03-06,1.3848,1.6743,2.3051,103.03,0.881
2014-03-07,1.3868,1.6725,2.3383,103.38,0.8785
2014-03-10,1.388,1.6633,2.344,103.23,0.8781
2014-03-11,1.3867,1.6628,2.3495,103.18,0.8783
2014-03-12,1.3904,1.6605,2.3617,102.74,0.8743
2014-03-13,1.3927,1.6677,2.356,102.12,0.8726
2014-03-14,1.3924,1.663,2.3584,101.46,0.8712
2014-03-17,1.3927,1.6645,2.3532,101.62,0.8726
2014-03-18,1.3913,1.6574,2.3415,101.37,0.8743
2014-03-19,1.391,1.6629,2.331,101.54,0.8747
2014-03-20,1.3784,1.6511,2.3339,102.39,0.8833
2014-03-21,1.3783,1.6498,2.3215,102.38,0.8836
2014-03-24,1.3784,1.6491,2.322,102.21,0.884
2014-03-25,1.3777,1.6507,2.3092,102.32,0.8862
2014-03-26,1.3786,1.6566,2.306,102.3,0.8854
2014-03-27,1.3752,1.6627,2.2671,102.1,0.8859
2014-03-28,1.3753,1.6637,2.2627,102.92,0.8869
2014-03-31,1.3777,1.6675,2.2552,102.98,0.884
2014-04-01,1.3804,1.6639,2.2626,103.52,0.8825
2014-04-02,1.3761,1.6634,2.2704,103.82,0.887
2014-04-03,1.3708,1.6583,2.2795,103.94,0.8921
2014-04-04,1.3704,1.6594,2.2403,103.39,0.8918
2014-04-07,1.3745,1.6616,2.2209,103.04,0.8876
2014-04-08,1.3802,1.6743,2.194,102.12,0.8836
2014-04-09,1.3816,1.6751,2.2154,101.85,0.8816
2014-04-10,1.3892,1.6781,2.1954,101.43,0.8758
2014-04-11,1.3898,1.6736,2.2075,101.56,0.8748
2014-04-14,1.3824,1.6741,2.2096,101.81,0.8784
2014-04-15,1.3806,1.6725,2.2355,101.6,0.8805
2014-04-16,1.382,1.6794,2.2355,102.3,0.8813
2014-04-17,1.3832,1.6809,2.2488,102.22,0.8812
2014-04-18,1.3816,1.6792,2.237,102.43,0.8832
2014-04-21,1.379,1.6792,2.236,102.56,0.8851
2014-04-22,1.3804,1.6833,2.2425,102.6,0.8851
2014-04-23,1.3814,1.6768,2.2372,102.26,0.8828
2014-04-24,1.3828,1.6797,2.2231,102.34,0.8817
2014-04-25,1.3838,1.681,2.2357,102.12,0.8809
2014-04-28,1.3844,1.6812,2.231,102.46,0.8807
2014-04-29,1.3808,1.6829,2.2205,102.57,0.8845
2014-04-30,1.387,1.6883,2.236,102.14,0.88
2014-05-01,1.3867,1.69,2.2335,102.3,0.8797
2014-05-02,1.3864,1.6865,2.2177,102.34,0.8789
2014-05-05,1.3884,1.687,2.2324,102.06,0.8774
2014-05-06,1.3924,1.6976,2.2278,101.57,0.8744
2014-05-07,1.3917,1.6964,2.2231,101.72,0.8758
2014-05-08,1.3864,1.6944,2.2048,101.66,0.8784
2014-05-09,1.3763,1.6849,2.215,101.74,0.886
2014-05-12,1.376,1.6871,2.219,102.1,0.8876
2014-05-13,1.3711,1.6838,2.2095,102.2,0.8894
2014-05-14,1.3718,1.6784,2.2043,101.75,0.8894
2014-05-15,1.3712,1.6791,2.225,101.44,0.8898
2014-05-16,1.3708,1.6827,2.2115,101.5,0.891
2014-05-19,1.3716,1.6822,2.204,101.26,0.8916
2014-05-20,1.3702,1.6847,2.21,101.26,0.8916
2014-05-21,1.3657,1.6869,2.2075,101.44,0.8951
2014-05-22,1.3652,1.6859,2.218,101.76,0.8948
2014-05-23,1.3628,1.6822,2.2154,101.88,0.8958
2014-05-26,,,,,
2014-05-27,1.3618,1.68,2.2371,102.14,0.8977
2014-05-28,1.3596,1.6709,2.2388,101.78,0.8982
2014-05-29,1.3608,1.6719,2.2188,101.58,0.897
2014-05-30,1.364,1.6764,2.2365,101.77,0.8944
2014-06-02,1.3606,1.6756,2.2685,102.3,0.898
2014-06-03,1.3624,1.6753,2.2695,102.42,0.8964
2014-06-04,1.3619,1.6747,2.2846,102.69,0.8956
2014-06-05,1.3618,1.6796,2.262,102.44,0.8944
2014-06-06,1.3639,1.6794,2.2421,102.5,0.8938
2014-06-09,1.3589,1.6798,2.2292,102.52,0.8974
2014-06-10,1.3543,1.6753,2.2271,102.37,0.8996
2014-06-11,1.3532,1.6795,2.2296,101.94,0.8998
2014-06-12,1.3556,1.6853,2.231,101.83,0.8982
2014-06-13,1.3522,1.6953,2.2305,102.06,0.9008
2014-06-16,1.3578,1.6988,2.2339,101.82,0.8969
2014-06-17,1.3543,1.6965,2.2561,102.18,0.8998
2014-06-18,1.3567,1.6951,2.2526,102.16,0.8976
2014-06-19,1.362,1.7046,2.2527,101.84,0.8932
2014-06-20,1.3586,1.7014,2.236,102.14,0.896
2014-06-23,1.3593,1.701,2.2175,101.9,0.8948
2014-06-24,1.3588,1.6971,2.2202,102.13,0.8955
2014-06-25,1.3638,1.6986,2.2073,101.75,0.8918
2014-06-26,1.361,1.7018,2.2056,101.66,0.8933
2014-06-27,1.3631,1.7016,2.1974,101.39,0.8919
2014-06-30,1.369,1.7105,2.203,101.28,0.8868
2014-07-01,1.3681,1.7147,2.2015,101.51,0.8871
2014-07-02,1.3656,1.7165,2.2169,101.76,0.8886
2014-07-03,1.361,1.7152,2.2163,102.19,0.8934
2014-07-04,,,,,
2014-07-07,1.3604,1.7128,2.2192,101.84,0.8934
2014-07-08,1.3614,1.7127,2.2134,101.53,0.8924
2014-07-09,1.363,1.713,2.2129,101.7,0.8918
2014-07-10,1.36,1.7122,2.2223,101.26,0.8926
2014-07-11,1.3598,1.7108,2.22,101.33,0.8926
2014-07-14,1.362,1.7079,2.2135,101.58,0.8918
2014-07-15,1.3573,1.7149,2.2237,101.62,0.8953
2014-07-16,1.353,1.7131,2.2235,101.69,0.8984
2014-07-17,1.353,1.7104,2.2446,101.3,0.8973
2014-07-18,1.3515,1.7069,2.2326,101.37,0.8989
2014-07-21,1.3524,1.7067,2.2194,101.34,0.898
2014-07-22,1.347,1.7058,2.207,101.54,0.9022
2014-07-23,1.3462,1.7036,2.2184,101.5,0.9024
2014-07-24,1.3468,1.6981,2.2172,101.82,0.9024
2014-07-25,1.3431,1.6972,2.2286,101.81,0.9045
2014-07-28,1.344,1.6991,2.2298,101.82,0.9037
2014-07-29,1.341,1.6939,2.229,102.12,0.9068
2014-07-30,1.3378,1.6903,2.2533,102.9,0.9096
2014-07-31,1.339,1.6889,2.2696,102.75,0.9086
2014-08-01,1.3436,1.6832,2.2674,102.45,0.9048
2014-08-04,1.3414,1.6841,2.2591,102.47,0.9068
2014-08-05,1.3366,1.6874,2.277,102.77,0.9102
2014-08-06,1.3355,1.6833,2.2754,102.34,0.9095
2014-08-07,1.3362,1.6849,2.2884,102.06,0.9086
2014-08-08,1.3412,1.6778,2.296,101.91,0.905
2014-08-11,1.3385,1.6787,2.274,102.14,0.9063
2014-08-12,1.3357,1.6806,2.2739,102.22,0.9082
2014-08-13,1.3367,1.6696,2.2762,102.48,0.9079
2014-08-14,1.3376,1.6694,2.2709,102.44,0.9056
2014-08-15,1.3392,1.6686,2.2736,102.19,0.9026
2014-08-18,1.3358,1.672,2.2595,102.54,0.9066
2014-08-19,1.332,1.662,2.2555,102.86,0.9089
2014-08-20,1.3284,1.6633,2.2537,103.36,0.9116
2014-08-21,1.3284,1.6589,2.2555,103.78,0.9112
2014-08-22,1.3237,1.6574,2.2784,103.97,0.9142
2014-08-25,1.3206,1.6585,2.2823,103.96,0.9144
2014-08-26,1.3189,1.657,2.2725,104.12,0.9167
2014-08-27,1.3192,1.6573,2.2594,103.98,0.9148
2014-08-28,1.3178,1.6579,2.2521,103.78,0.915
2014-08-29,1.315,1.6585,2.2381,104,0.9174
2014-09-01,,,,,
2014-09-02,1.3124,1.6502,2.2513,105.1,0.9196
2014-09-03,1.3136,1.6451,2.2308,104.88,0.9186
2014-09-04,1.2926,1.6349,2.2399,105.22,0.9327
2014-09-05,1.2956,1.6312,2.244,104.94,0.9306
2014-09-08,1.2948,1.6141,2.2498,105.65,0.9317
2014-09-09,1.2909,1.6088,2.2825,106.32,0.9348
2014-09-10,1.2908,1.6134,2.2956,106.76,0.9382
2014-09-11,1.2936,1.6225,2.2882,106.87,0.9349
2014-09-12,1.2955,1.6243,2.3301,107.24,0.9337
2014-09-15,1.2951,1.6243,2.3451,107.18,0.9344
2014-09-16,1.2976,1.629,2.3227,106.91,0.9314
2014-09-17,1.2958,1.6329,2.3458,107.58,0.9346
2014-09-18,1.2913,1.6372,2.3602,108.69,0.9344
2014-09-19,1.2835,1.6314,2.3747,108.96,0.9404
2014-09-22,1.2829,1.634,2.3862,108.88,0.941
2014-09-23,1.2858,1.637,2.41,108.82,0.9386
2014-09-24,1.2788,1.6344,2.4022,108.92,0.9446
2014-09-25,1.2748,1.6313,2.4179,108.7,0.9467
2014-09-26,1.2686,1.6254,2.4243,109.32,0.9513
2014-09-29,1.2703,1.6262,2.4458,109.34,0.9498
2014-09-30,1.2628,1.622,2.4484,109.66,0.9554
2014-10-01,1.2618,1.6216,2.4746,109.3,0.9566
2014-10-02,1.267,1.614,2.4881,108.1,0.9532
2014-10-03,1.2517,1.5962,2.487,109.7,0.967
2014-10-06,1.2592,1.6029,2.4086,109.08,0.9626
2014-10-07,1.2626,1.6072,2.3901,108.3,0.9606
2014-10-08,1.2683,1.6068,2.4274,108.41,0.9564
2014-10-09,1.2683,1.6123,2.3922,108,0.9545
2014-10-10,1.2636,1.6049,2.4096,107.83,0.9568
2014-10-13,,,,,
2014-10-14,1.266,1.593,2.3943,107.15,0.9536
2014-10-15,1.2778,1.5959,2.4393,106.06,0.9444
2014-10-16,1.2812,1.6065,2.4742,105.98,0.9425
2014-10-17,1.2755,1.6086,2.4328,106.72,0.9468
2014-10-20,1.2783,1.6137,2.4555,106.87,0.9438
2014-10-21,1.2724,1.6134,2.4687,106.7,0.9482
2014-10-22,1.2658,1.607,2.4711,107.32,0.953
2014-10-23,1.2658,1.6037,2.5029,108.16,0.9535
2014-10-24,1.2675,1.6098,2.4657,108.06,0.9514
2014-10-27,1.2712,1.6133,2.5429,107.71,0.9484
2014-10-28,1.2747,1.6157,2.4705,108,0.9463
2014-10-29,1.2762,1.6149,2.4349,108.1,0.9452
2014-10-30,1.2622,1.6023,2.4058,108.94,0.9552
2014-10-31,1.253,1.5999,2.4535,112.09,0.9623
2014-11-03,1.2487,1.5986,2.4964,113.92,0.9655
2014-11-04,1.2554,1.5991,2.5178,113.44,0.9596
2014-11-05,1.2488,1.5984,2.507,114.62,0.964
2014-11-06,1.2414,1.5862,2.5541,114.87,0.9702
2014-11-07,1.2422,1.5844,2.5705,114.73,0.9684
2014-11-10,1.2425,1.5857,2.5402,114.78,0.9678
2014-11-11,,,,,
2014-11-12,1.2456,1.5815,2.5496,115.42,0.965
2014-11-13,1.2476,1.5717,2.5922,115.63,0.9634
2014-11-14,1.2494,1.5657,2.603,116.52,0.9616
2014-11-17,1.2447,1.5645,2.6016,116.44,0.9653
2014-11-18,1.2534,1.5648,2.5954,116.76,0.9583
2014-11-19,1.2548,1.567,2.5744,117.7,0.9572
2014-11-20,1.2526,1.5683,2.5718,118.14,0.9596
2014-11-21,1.2394,1.5672,2.5247,117.74,0.9696
2014-11-24,1.2427,1.5701,2.5478,118.39,0.9676
2014-11-25,1.2472,1.5714,2.53,117.99,0.9645
2014-11-26,1.2503,1.5787,2.5006,117.6,0.9614
2014-11-27,,,,,
2014-11-28,1.2438,1.5638,2.572,118.7,0.9658
2014-12-01,1.249,1.5743,2.562,118.14,0.9631
2014-12-02,1.239,1.5651,2.5737,119.1,0.972
2014-12-03,1.2304,1.57,2.5549,119.82,0.9779
2014-12-04,1.2432,1.5707,2.5781,119.67,0.9674
2014-12-05,1.2304,1.56,2.601,121.38,0.9772
2014-12-08,1.2292,1.5625,2.6142,120.89,0.9778
2014-12-09,1.2415,1.5694,2.5941,118.87,0.968
2014-12-10,1.2425,1.5689,2.6106,118.5,0.968
2014-12-11,1.2397,1.5712,2.6445,119.4,0.9688
2014-12-12,1.2484,1.5728,2.672,118.22,0.962
2014-12-15,1.247,1.5663,2.6917,117.75,0.9632
2014-12-16,1.2504,1.5736,2.7306,117.28,0.9604
2014-12-17,1.2406,1.5652,2.691,117.64,0.9679
2014-12-18,1.2291,1.5662,2.6454,118.84,0.9794
2014-12-19,1.2235,1.5609,2.6538,119.56,0.9832
2014-12-22,1.2252,1.5618,2.6532,119.84,0.982
2014-12-23,1.218,1.5517,2.6996,120.68,0.9872
2014-12-24,1.2188,1.5549,2.695,120.45,0.9865
2014-12-25,,,,,
2014-12-26,,,,,
2014-12-29,1.2179,1.5524,2.6974,120.57,0.9878
2014-12-30,1.2174,1.5573,2.6605,119.34,0.988
2014-12-31,1.2101,1.5578,2.6563,119.85,0.9934
2015-01-01,,,,,
2015-01-02,1.2015,1.5361,2.6967,120.2,1.0004
2015-01-05,1.1918,1.5234,2.7284,119.64,1.0079
2015-01-06,1.1936,1.5174,2.7013,118.26,1.0062
2015-01-07,1.182,1.5073,2.7,119.52,1.016
2015-01-08,1.1811,1.5118,2.6635,119.51,1.0169
2015-01-09,1.183,1.5151,2.6375,118.66,1.0151
2015-01-12,1.1832,1.5168,2.6673,118.32,1.015
2015-01-13,1.1779,1.5166,2.6366,118.16,1.0195
2015-01-14,1.1806,1.5234,2.6145,116.78,1.0172
2015-01-15,1.1598,1.5161,2.6324,116.95,0.893
2015-01-16,1.1517,1.5132,2.6225,117.45,0.8488
2015-01-19,,,,,
2015-01-20,1.1559,1.5162,2.6148,118.48,0.8751
2015-01-21,1.1584,1.5118,2.5982,117.86,0.8596
2015-01-22,1.1414,1.5052,2.5644,117.92,0.8678
2015-01-23,1.1279,1.5022,2.5805,117.8,0.876
2015-01-26,1.129,1.5088,2.582,118.38,0.8988
2015-01-27,1.137,1.5196,2.5737,117.62,0.9042
2015-01-28,1.1342,1.5165,2.5825,117.74,0.9055
2015-01-29,1.1308,1.5043,2.6113,118.31,0.9226
2015-01-30,1.129,1.5026,2.6843,117.44,0.921
2015-02-02,1.1337,1.5027,2.7086,117.33,0.9262
2015-02-03,1.1462,1.5129,2.7016,117.48,0.9234
2015-02-04,1.1418,1.5209,2.7403,117.58,0.9238
2015-02-05,1.1432,1.5293,2.7306,117.4,0.9248
2015-02-06,1.133,1.5247,2.7681,119.16,0.9228
2015-02-09,1.1316,1.5217,2.7872,118.7,0.9258
2015-02-10,1.1316,1.5252,2.8304,119.32,0.9263
2015-02-11,1.13,1.5232,2.8724,120.38,0.9288
2015-02-12,1.141,1.538,2.8225,118.72,0.9283
2015-02-13,1.1408,1.5394,2.8273,118.7,0.9308
2015-02-16,,,,,
2015-02-17,1.1395,1.5349,2.829,118.99,0.9346
2015-02-18,1.1342,1.543,2.8467,119.19,0.9446
2015-02-19,1.1392,1.5451,2.8578,118.84,0.9472
2015-02-20,1.1372,1.5385,2.8773,118.68,0.9419
2015-02-23,1.1346,1.5465,2.8688,118.88,0.9494
2015-02-24,1.1307,1.5434,2.8462,119.13,0.9516
2015-02-25,1.1363,1.5499,2.8656,118.88,0.9496
2015-02-26,1.1212,1.5424,2.8806,119.36,0.954
2015-02-27,1.1197,1.5439,2.8618,119.72,0.9513
2015-03-02,1.119,1.5371,2.8765,120.06,0.9553
2015-03-03,1.1212,1.5391,2.8967,119.47,0.959
2015-03-04,1.107,1.5266,2.979,119.76,0.964
2015-03-05,1.1006,1.5229,2.9961,120.22,0.9736
2015-03-06,1.0855,1.5063,3.0601,120.93,0.9846
2015-03-09,1.0846,1.5097,3.1015,121.17,0.9873
2015-03-10,1.0707,1.5086,3.1273,121.2,0.9996
2015-03-11,1.0576,1.4945,3.0881,121.5,1.0074
2015-03-12,1.0615,1.4907,3.1247,121.28,1.0034
2015-03-13,1.0524,1.4755,3.2605,121.17,1.0047
2015-03-16,1.0575,1.48,3.2204,121.3,1.0074
2015-03-17,1.0605,1.4744,3.2632,121.28,1.004
2015-03-18,1.0643,1.4686,3.2747,120.92,0.9952
2015-03-19,1.0621,1.4729,3.2931,120.9,0.9921
2015-03-20,1.0792,1.4923,3.2206,120.28,0.9766
2015-03-23,1.0928,1.4936,3.1596,119.74,0.9668
2015-03-24,1.0908,1.487,3.1534,119.9,0.9586
2015-03-25,1.0986,1.4915,3.1609,119.37,0.9574
2015-03-26,1.0919,1.4844,3.1768,119.01,0.9614
2015-03-27,1.0891,1.4878,3.2412,119.15,0.9586
2015-03-30,1.0818,1.4792,3.2515,120.11,0.9678
2015-03-31,1.0741,1.485,3.1843,119.96,0.9712
2015-04-01,1.0768,1.4823,3.1547,119.62,0.9671
2015-04-02,1.0874,1.4842,3.1373,119.74,0.9578
2015-04-03,1.099,1.4916,3.12,118.96,0.9504
2015-04-06,1.1008,1.4959,3.0961,119.05,0.9524
2015-04-07,1.085,1.4857,3.1105,120.36,0.964
2015-04-08,1.0818,1.4924,3.0852,119.96,0.9634
2015-04-09,1.0671,1.4739,3.0345,120.32,0.9754
2015-04-10,1.0598,1.4648,3.0784,120.29,0.9807
2015-04-13,1.0582,1.4658,3.1157,120.32,0.978
2015-04-14,1.0672,1.479,3.0779,119.26,0.9712
2015-04-15,1.0596,1.4782,3.0571,119.23,0.9721
2015-04-16,1.0742,1.4923,3.018,119.18,0.9584
2015-04-17,1.078,1.4942,3.0639,119.02,0.9528
2015-04-20,1.0763,1.4913,3.0446,119.27,0.9543
2015-04-21,1.0758,1.4944,3.033,119.45,0.9528
2015-04-22,1.0729,1.5027,2.9988,119.9,0.9662
2015-04-23,1.0803,1.5047,2.9807,119.69,0.955
2015-04-24,1.0876,1.5176,2.9631,118.98,0.9533
2015-04-27,1.0892,1.5235,2.9049,119.12,0.9534
2015-04-28,1.0979,1.5328,2.9002,118.8,0.9538
2015-04-29,1.1174,1.5485,2.9393,118.83,0.9358
2015-04-30,1.1162,1.5328,3.0121,119.86,0.941
2015-05-01,1.1194,1.5137,3.0145,120.21,0.934
2015-05-04,1.1145,1.5118,3.072,120.25,0.9357
2015-05-05,1.1174,1.5178,3.0585,119.87,0.9262
2015-05-06,1.1345,1.5244,3.0485,119.42,0.915
2015-05-07,1.1283,1.5223,3.039,119.74,0.9196
2015-05-08,1.1241,1.5455,2.9808,119.78,0.9274
2015-05-11,1.1142,1.5593,3.0385,120.05,0.9344
2015-05-12,1.124,1.5685,3.0223,119.8,0.9266
2015-05-13,1.1372,1.5748,3.0265,119.09,0.9162
2015-05-14,1.1368,1.5766,2.991,119.2,0.9146
2015-05-15,1.1428,1.5772,2.9779,119.36,0.9174
2015-05-18,1.1354,1.5679,3.012,119.82,0.923
2015-05-19,1.1151,1.5523,3.0175,120.58,0.9367
2015-05-20,1.1079,1.5544,3.0308,121.28,0.9395
2015-05-21,1.1126,1.5672,3.0431,121.06,0.9346
2015-05-22,1.1033,1.5484,3.0705,121.45,0.9428
2015-05-25,,,,,
2015-05-26,1.0876,1.5398,3.1489,123.08,0.9503
2015-05-27,1.0888,1.5324,3.1708,123.76,0.9508
2015-05-28,1.0914,1.5291,3.1755,124.18,0.9458
2015-05-29,1.0994,1.5286,3.1855,123.98,0.9404
2015-06-01,1.0913,1.5187,3.1655,124.64,0.9467
2015-06-02,1.113,1.5331,3.1391,124.19,0.9343
2015-06-03,1.1285,1.5351,3.1103,124.06,0.9336
2015-06-04,1.1271,1.5367,3.1446,124.56,0.9342
2015-06-05,1.1108,1.5267,3.1604,125.58,0.9436
2015-06-08,1.1232,1.528,3.1226,125.08,0.9332
2015-06-09,1.1284,1.5383,3.095,124.16,0.9295
2015-06-10,1.1307,1.553,3.1013,122.72,0.9292
2015-06-11,1.1236,1.5493,3.1419,123.62,0.9364
2015-06-12,1.1278,1.5587,3.1011,123.23,0.926
2015-06-15,1.1266,1.5572,3.0958,123.38,0.9351
2015-06-16,1.1238,1.5637,3.1052,123.39,0.9325
2015-06-17,1.1244,1.5708,3.0946,124.25,0.9272
2015-06-18,1.1404,1.5882,3.0405,122.87,0.9196
2015-06-19,1.1335,1.5881,3.0887,122.7,0.9206
2015-06-22,1.1378,1.5823,3.0833,123.28,0.9188
2015-06-23,1.119,1.5751,3.0913,123.71,0.9336
2015-06-24,1.1178,1.5681,3.0884,124.24,0.936
2015-06-25,1.1196,1.5728,3.1144,123.63,0.9375
2015-06-26,1.1156,1.5739,3.1223,123.92,0.9351
2015-06-29,1.118,1.5764,3.1403,122.5,0.928
2015-06-30,1.1154,1.5727,3.1106,122.1,0.9346
2015-07-01,1.1084,1.5617,3.1269,123.02,0.9456
2015-07-02,1.109,1.5614,3.111,123.14,0.9436
2015-07-03,,,,,
2015-07-06,1.1076,1.5619,3.1454,122.53,0.9432
2015-07-07,1.0952,1.5443,3.1905,122.16,0.9482
2015-07-08,1.1072,1.5353,3.2319,120.54,0.9458
2015-07-09,1.1025,1.5375,3.213,121.22,0.9495
2015-07-10,1.115,1.5503,3.1834,122.75,0.9411
2015-07-13,1.102,1.5518,3.1507,123.35,0.9492
2015-07-14,1.1015,1.5584,3.1197,123.39,0.9459
2015-07-15,1.0965,1.5621,3.1531,123.89,0.9521
2015-07-16,1.0898,1.5601,3.134,124.04,0.9562
2015-07-17,1.0848,1.5624,3.1915,124,0.9608
2015-07-20,1.085,1.5587,3.2123,124.24,0.963
2015-07-21,1.0927,1.555,3.1725,123.93,0.959
2015-07-22,1.0884,1.5617,3.2232,124.08,0.9613
2015-07-23,1.0976,1.5533,3.2862,123.88,0.9581
2015-07-24,1.0976,1.5514,3.3302,123.74,0.962
2015-07-27,1.1112,1.5595,3.356,123.24,0.9597
2015-07-28,1.1055,1.5617,3.3941,123.52,0.9638
2015-07-29,1.1026,1.5624,3.3308,123.86,0.963
2015-07-30,1.0914,1.5581,3.3696,124.38,0.9696
2015-07-31,1.1028,1.5634,3.4078,123.94,0.9636
2015-08-03,1.0962,1.5603,3.4487,123.98,0.9682
2015-08-04,1.0953,1.5612,3.4693,124,0.9732
2015-08-05,1.0868,1.5604,3.4884,124.84,0.981
2015-08-06,1.0922,1.5521,3.5684,124.6,0.9808
2015-08-07,1.0958,1.5467,3.5281,124.27,0.9824
2015-08-10,1.0994,1.5546,3.4699,124.55,0.9848
2015-08-11,1.1042,1.5572,3.5086,124.9,0.9869
2015-08-12,1.1198,1.5639,3.4725,123.87,0.9691
2015-08-13,1.1144,1.5595,3.5147,124.32,0.976
2015-08-14,1.111,1.5625,3.4625,124.27,0.978
2015-08-17,1.1078,1.5598,3.4728,124.33,0.977
2015-08-18,1.1028,1.5658,3.4623,124.39,0.9764
2015-08-19,1.1061,1.5645,3.5021,124.1,0.9702
2015-08-20,1.12,1.5688,3.4617,123.54,0.9621
2015-08-21,1.1356,1.5698,3.497,122.11,0.9488
2015-08-24,1.158,1.5731,3.5539,118.56,0.9347
2015-08-25,1.141,1.5698,3.5456,119.91,0.9488
2015-08-26,1.139,1.5493,3.6333,119.07,0.9472
2015-08-27,1.1239,1.5411,3.5499,120.89,0.9631
2015-08-28,1.1172,1.5362,3.5938,121.32,0.9622
2015-08-31,1.1194,1.5363,3.6206,121.26,0.9681
2015-09-01,1.1263,1.5341,3.6715,119.94,0.9622
2015-09-02,1.1242,1.531,3.7389,120,0.969
2015-09-03,1.1104,1.5254,3.7546,120.2,0.9764
2015-09-04,1.1117,1.5195,3.8094,119.05,0.9754
2015-09-07,,,,,
2015-09-08,1.1182,1.5381,3.8081,119.72,0.978
2015-09-09,1.1165,1.5363,3.79,120.94,0.9767
2015-09-10,1.1262,1.5457,3.8587,120.71,0.9735
2015-09-11,1.1338,1.5426,3.8757,120.66,0.9735
2015-09-14,1.1307,1.5423,3.8391,119.92,0.9687
2015-09-15,1.126,1.5352,3.8655,120.3,0.9755
2015-09-16,1.1304,1.5499,3.8255,120.62,0.9688
2015-09-17,1.1312,1.5509,3.893,120.9,0.971
2015-09-18,1.1358,1.5573,3.921,119.85,0.9614
2015-09-21,1.1204,1.5506,3.9911,120.46,0.9702
2015-09-22,1.1133,1.5356,4.049,120.04,0.9733
2015-09-23,1.116,1.5243,4.1093,120.12,0.978
2015-09-24,1.1252,1.5254,4.1638,119.54,0.973
2015-09-25,1.1192,1.5172,3.9489,120.74,0.976
2015-09-28,1.1236,1.5208,4.007,119.82,0.9735
2015-09-29,1.1246,1.5168,4.0921,119.76,0.971
2015-09-30,1.1162,1.5116,3.9554,119.81,0.9773
2015-10-01,1.12,1.5162,4.0003,119.58,0.9744
2015-10-02,1.1276,1.5216,3.9712,119.42,0.9684
2015-10-05,1.12,1.5165,3.8924,120.36,0.9746
2015-10-06,1.1266,1.5227,3.8406,120.18,0.9678
2015-10-07,1.1249,1.5315,3.8123,119.9,0.9716
2015-10-08,1.1282,1.5316,3.8295,119.94,0.9674
