"","OpenTime","Open","High","Low","Close","CloseTime","BaseAssetVolume","NumberOfTrades","TakerBuyVolume","TakerBuyBaseAssetVolume","Ignore","NA"
"137",2017-12-31,680.01,740,672.86,733.98,1970-01-01 00:01:02,1514764799999,44570894.7990617,92610,32109.79685,22872625.2943459,0
"138",2018-01-01,733.01,763.55,716.8,754.99,1970-01-01 00:00:53,1514851199999,40049370.5949261,75314,27993.21701,20800946.8231706,0
"139",2018-01-02,754.99,899.5,749.06,855.28,1970-01-01 00:01:53,1514937599999,95749946.0604656,142511,59298.38305,50193115.7271776,0
"140",2018-01-03,855.13,950.01,810,934.03,1970-01-01 00:01:29,1515023999999,78173093.7121992,118866,46899.16696,41196862.5515844,0
"141",2018-01-04,934.03,1009.72,890.01,940,1970-01-01 00:01:42,1515110399999,97740086.5903057,132633,56497.66029,53871687.7728847,0
"142",2018-01-05,940,1045,930,959.3,1970-01-01 00:01:37,1515196799999,95739901.4760194,124438,46202.53716,45538935.0137935,0
"143",2018-01-06,958,1017.56,950,1004.11,1970-01-01 00:01:11,1515283199999,71196052.3406679,91685,37424.43173,37089109.9630939,0
"144",2018-01-07,1003.71,1125,999.9,1123.09,1970-01-01 00:01:05,1515369599999,70126945.1735654,89192,34849.04095,37476141.639477,0
"145",2018-01-08,1123.09,1239.18,910,1133.18,1970-01-01 00:02:38,1515455999999,176599793.211269,171664,80909.60102,90225877.051448,0
"146",2018-01-09,1133.18,1326.5,1104.85,1291,1970-01-01 00:01:58,1515542399999,143246762.08457,152628,63819.94883,77223073.2593113,0
"147",2018-01-10,1291,1440,1201.1,1247,1970-01-01 00:02:40,1515628799999,210902815.468832,191352,80897.55541,106746349.596232,0
"148",2018-01-11,1249.03,1332.49,1021,1138.93,1970-01-01 00:03:14,1515715199999,230792205.875374,210914,90313.17614,107408785.96098,0
"149",2018-01-12,1136.45,1288.5,1069.01,1253.87,1970-01-01 00:01:33,1515801599999,113367281.765116,117851,47727.57553,57769541.83741,0
"150",2018-01-13,1253.87,1427.01,1252,1388.02,1970-01-01 00:01:15,1515887999999,101824625.258404,115872,40759.98465,54700348.3927376,0
"151",2018-01-14,1388.1,1391.89,1220.89,1347,1970-01-01 00:01:38,1515974399999,128517479.716045,124920,49243.39136,64308202.7723454,0
"152",2018-01-15,1347.99,1383.13,1258.12,1271,1970-01-01 00:01:09,1516060799999,90732886.2410553,105410,32880.54134,43133689.3977902,0
"153",2018-01-16,1268.67,1275.01,780,1000,1970-01-01 00:05:43,1516147199999,355819297.457053,304696,158932.38241,165083928.947766,0
"154",2018-01-17,999.99,1075.51,755,1000,1970-01-01 00:07:16,1516233599999,398063123.662953,391331,215412.88029,196978642.432456,0
"155",2018-01-18,1000,1075.2,924.21,994,1970-01-01 00:04:54,1516319999999,296964713.70633,278162,148139.9152,149318397.097669,0
"156",2018-01-19,993.3,1079,941,1032.5,1970-01-01 00:02:47,1516406399999,171217738.316225,171662,87251.7821,89102808.3026231,0
"157",2018-01-20,1032.5,1165.4,1031,1152.75,1970-01-01 00:02:03,1516492799999,137333158.128375,139129,59469.5144,66105659.5594806,0
"158",2018-01-21,1150.37,1152.69,998,1049,1970-01-01 00:02:55,1516579199999,186353755.573162,189013,84495.91903,90104698.1508604,0
"159",2018-01-22,1049,1090.15,908,993,1970-01-01 00:03:05,1516665599999,185276703.381146,200594,85196.91919,85315603.8656553,0
"160",2018-01-23,993,1030,909,980,1970-01-01 00:02:40,1516751999999,156053774.309932,188114,77990.7803,76164110.4313036,0
"161",2018-01-24,981.2,1074,953.09,1061,1970-01-01 00:02:14,1516838399999,135793371.303591,164024,65704.16239,66618089.3535422,0
"162",2018-01-25,1060.34,1115,1030.26,1056.52,1970-01-01 00:01:59,1516924799999,127855243.169919,140455,51616.93186,55173677.0704642,0
"163",2018-01-26,1055.29,1082,986,1051.03,1970-01-01 00:02:25,1517011199999,150237011.30052,168271,65457.65737,67827452.978534,0
"164",2018-01-27,1051.03,1127.99,1032.2,1118.99,1970-01-01 00:01:36,1517097599999,105043056.376824,130125,45766.53699,49629825.8915159,0
"165",2018-01-28,1118.99,1277,1112,1251.96,1970-01-01 00:02:23,1517183999999,173283524.875167,191653,75218.37986,90855763.2896522,0
"166",2018-01-29,1251.96,1258.89,1161.65,1177.01,1970-01-01 00:01:45,1517270399999,126282956.238605,172601,48840.57937,58534935.1906222,0
"167",2018-01-30,1177.01,1186.85,1051,1085.5,1970-01-01 00:02:35,1517356799999,173857602.764727,257484,69602.77847,78061183.2582835,0
