"","OpenTime","Open","High","Low","Close","CloseTime","BaseAssetVolume","NumberOfTrades","TakerBuyVolume","TakerBuyBaseAssetVolume","Ignore","NA"
"136",2017-12-30,14378.99,14398.85,11750,12440.01,1970-01-01 00:00:19,1514678399999,247803953.752486,190204,9530.51786,123372468.278921,0
"137",2017-12-31,12345.1,14050.11,12149.98,13716.36,1970-01-01 00:00:11,1514764799999,155283285.367041,138893,6085.523277,80277167.6252944,0
"138",2018-01-01,13715.65,13818.55,12750,13380,1970-01-01 00:00:08,1514851199999,114799747.441971,105595,3961.938946,52809747.4403804,0
"139",2018-01-02,13382.16,15473.49,12890.02,14675.11,1970-01-01 00:00:20,1514937599999,279717107.433719,177728,11346.326739,158080088.683317,0
"140",2018-01-03,14690,15307.56,14150,14919.51,1970-01-01 00:00:15,1515023999999,236116868.33619,162787,8994.953566,133587333.245348,0
"141",2018-01-04,14919.51,15280,13918.04,15059.54,1970-01-01 00:00:21,1515110399999,312781583.798308,170310,12680.812951,186116793.011589,0
"142",2018-01-05,15059.56,17176.24,14600,16960.39,1970-01-01 00:00:23,1515196799999,369321956.486838,192969,13346.622293,211829900.678982,0
"143",2018-01-06,16960.39,17143.13,16011.21,17069.79,1970-01-01 00:00:18,1515283199999,309216920.98641,158242,11007.164056,183417769.062377,0
"144",2018-01-07,17069.79,17099.96,15610,16150.03,1970-01-01 00:00:12,1515369599999,206194706.370684,120269,6779.320508,112151163.127435,0
"145",2018-01-08,16218.85,16322.3,12812,14902.54,1970-01-01 00:00:26,1515455999999,396569997.157463,208642,13756.844389,206049582.136688,0
"146",2018-01-09,14902.54,15500,14011.05,14400,1970-01-01 00:00:14,1515542399999,210630187.457669,156656,6841.233287,100698572.900021,0
"147",2018-01-10,14401,14955.66,13131.31,14907.09,1970-01-01 00:00:17,1515628799999,244011366.763028,161476,8529.554675,119570139.806453,0
"148",2018-01-11,14940,14968.68,11400,13238.78,1970-01-01 00:00:33,1515715199999,446587594.693738,239416,16422.01998,218762237.37911,0
"149",2018-01-12,13238.76,14109.78,12500,13740.01,1970-01-01 00:00:16,1515801599999,222516076.271459,134452,8117.312075,110040020.181478,0
"150",2018-01-13,13749.95,14580,13706.15,14210,1970-01-01 00:00:12,1515887999999,173086488.547884,123639,5574.178408,78958098.9463857,0
"151",2018-01-14,14210,14339.5,12569.2,13474.99,1970-01-01 00:00:17,1515974399999,226525305.129381,152364,8288.382911,110381556.672599,0
"152",2018-01-15,13477.98,14249.99,13147.79,13539.93,1970-01-01 00:00:14,1516060799999,200614554.538343,145362,7431.063272,101748315.637071,0
"153",2018-01-16,13500,13542.93,9035,10900,1970-01-01 00:01:03,1516147199999,722150828.149402,418243,30353.401717,346777069.933746,0
"154",2018-01-17,10899.99,11680.99,9037.94,10988.79,1970-01-01 00:01:12,1516233599999,744154180.131206,517293,35412.798137,365047291.430379,0
"155",2018-01-18,10972.59,11878.82,10435.33,10961.97,1970-01-01 00:00:48,1516319999999,541289614.058405,393112,23814.382845,266091805.665227,0
"156",2018-01-19,10960,11795,10360,11474.98,1970-01-01 00:00:34,1516406399999,382773499.226579,273271,16871.416355,189259676.892222,0
"157",2018-01-20,11474.98,13099,11412.45,12799.94,1970-01-01 00:00:28,1516492799999,358561107.78097,251647,14389.196005,179183657.904707,0
"158",2018-01-21,12799.8,12799.8,10965,11530,1970-01-01 00:00:41,1516579199999,485289230.818892,360207,20574.760061,241154449.981835,0
"159",2018-01-22,11530,11926.35,9900.24,10760.05,1970-01-01 00:00:43,1516665599999,475716514.208697,363264,21300.575828,231677479.125622,0
"160",2018-01-23,10760.05,11399,9905,10799.18,1970-01-01 00:00:37,1516751999999,399419413.232981,355286,18747.793828,199899519.2733,0
"161",2018-01-24,10799.14,11570.48,10500,11349.99,1970-01-01 00:00:27,1516838399999,299470607.4302,293429,13087.393088,144335221.625402,0
"162",2018-01-25,11349.96,11794.05,10950.21,11175.27,1970-01-01 00:00:20,1516924799999,236081364.973652,221040,10201.386919,115584688.247335,0
"163",2018-01-26,11184.7,11643,10311.15,11089,1970-01-01 00:00:33,1517011199999,360482470.173754,314720,15330.789553,167328952.393302,0
"164",2018-01-27,11089,11650,10842.69,11491,1970-01-01 00:00:18,1517097599999,212663199.533482,207478,9208.937963,103935891.796163,0
"165",2018-01-28,11499.98,12244,11408,11879.95,1970-01-01 00:00:16,1517183999999,200211582.943454,206247,7342.786997,87011013.8320475,0
"166",2018-01-29,11879.95,11975.02,11139.55,11251,1970-01-01 00:00:14,1517270399999,162110154.878804,169199,6016.496871,68819972.5230875,0
"167",2018-01-30,11250.11,11308.42,9900,10237.51,1970-01-01 00:00:25,1517356799999,268978329.508615,259212,11388.096419,119864289.071031,0
"168",2018-01-31,10230,10425.85,9700,10285.1,1970-01-01 00:00:18,1517443199999,181644207.113163,201422,8782.584442,88609272.6422879,0
"169",2018-02-01,10285.1,10335,8750.99,9224.52,1970-01-01 00:00:33,1517529599999,317636345.984371,316020,15430.003849,146130725.870475,0
